tienda1,tienda2,distancia,tiempo_mins,costo
Tienda 61,Tienda 79,54,32,217
Tienda 61,Tienda 80,25,25,480
Tienda 61,Tienda 81,11,23,333
Tienda 61,Tienda 82,28,50,233
Tienda 61,Tienda 83,71,18,208
Tienda 61,Tienda 84,13,64,404
Tienda 61,Tienda 85,95,82,410
Tienda 61,Tienda 86,83,69,13
Tienda 61,Tienda 87,2,3,430
Tienda 61,Tienda 88,57,30,5
Tienda 61,Tienda 89,45,83,260
Tienda 61,Tienda 90,37,67,36
Tienda 61,Tienda 91,13,90,42
Tienda 61,Tienda 92,27,71,416
Tienda 61,Tienda 93,92,36,307
Tienda 61,Tienda 94,28,48,300
Tienda 61,Tienda 95,61,4,47
Tienda 61,Tienda 96,16,36,379
Tienda 61,Tienda 97,60,59,429
Tienda 61,Tienda 98,7,40,233
Tienda 61,Tienda 99,48,48,315
Tienda 62,Tienda 0,18,1,401
Tienda 62,Tienda 1,43,63,157
Tienda 62,Tienda 2,44,25,242
Tienda 62,Tienda 3,57,28,165
Tienda 62,Tienda 4,82,69,115
Tienda 62,Tienda 5,35,62,15
Tienda 62,Tienda 6,38,79,57
Tienda 62,Tienda 7,30,37,351
Tienda 62,Tienda 8,46,91,194
Tienda 62,Tienda 9,97,71,150
Tienda 62,Tienda 10,33,68,288
Tienda 62,Tienda 11,17,27,154
Tienda 62,Tienda 12,35,54,183
Tienda 62,Tienda 13,65,78,217
Tienda 62,Tienda 14,14,24,234
Tienda 62,Tienda 15,78,30,331
Tienda 62,Tienda 16,86,70,307
Tienda 62,Tienda 17,96,56,267
Tienda 62,Tienda 18,62,31,163
Tienda 62,Tienda 19,54,75,184
Tienda 62,Tienda 20,16,5,447
Tienda 62,Tienda 21,4,85,479
Tienda 62,Tienda 22,3,45,234
Tienda 62,Tienda 23,84,64,274
Tienda 62,Tienda 24,44,51,288
Tienda 62,Tienda 25,92,93,267
Tienda 62,Tienda 26,76,5,108
Tienda 62,Tienda 27,10,45,405
Tienda 62,Tienda 28,81,44,46
Tienda 62,Tienda 29,21,84,80
Tienda 62,Tienda 30,51,29,410
Tienda 62,Tienda 31,89,29,91
Tienda 62,Tienda 32,57,73,182
Tienda 62,Tienda 33,4,96,48
Tienda 62,Tienda 34,89,90,451
Tienda 62,Tienda 35,69,43,287
Tienda 62,Tienda 36,35,83,315
Tienda 62,Tienda 37,39,23,279
Tienda 62,Tienda 38,40,38,358
Tienda 62,Tienda 39,39,74,290
Tienda 62,Tienda 40,31,20,438
Tienda 62,Tienda 41,87,30,389
Tienda 62,Tienda 42,98,40,166
Tienda 62,Tienda 43,2,46,346
Tienda 62,Tienda 44,27,24,426
Tienda 62,Tienda 45,10,43,421
Tienda 62,Tienda 46,22,77,173
Tienda 62,Tienda 47,94,29,28
Tienda 62,Tienda 48,59,55,93
Tienda 62,Tienda 49,9,85,102
Tienda 62,Tienda 50,82,8,335
Tienda 62,Tienda 51,94,58,65
Tienda 62,Tienda 52,83,86,339
Tienda 62,Tienda 53,16,27,251
Tienda 62,Tienda 54,52,33,381
Tienda 62,Tienda 55,35,98,229
Tienda 62,Tienda 56,88,99,236
Tienda 62,Tienda 57,80,15,478
Tienda 62,Tienda 58,97,55,15
Tienda 62,Tienda 59,91,6,43
Tienda 62,Tienda 60,17,10,122
Tienda 62,Tienda 61,32,73,497
Tienda 62,Tienda 63,48,8,186
Tienda 62,Tienda 64,93,52,337
Tienda 62,Tienda 65,92,7,441
Tienda 62,Tienda 66,86,16,248
Tienda 62,Tienda 67,7,16,86
Tienda 62,Tienda 68,2,15,79
Tienda 62,Tienda 69,9,66,293
Tienda 62,Tienda 70,14,82,103
Tienda 62,Tienda 71,13,63,55
Tienda 62,Tienda 72,27,16,322
Tienda 62,Tienda 73,35,38,107
Tienda 62,Tienda 74,28,64,217
Tienda 62,Tienda 75,46,40,65
Tienda 62,Tienda 76,53,39,100
Tienda 62,Tienda 77,67,23,50
Tienda 62,Tienda 78,40,2,242
Tienda 62,Tienda 79,70,50,215
Tienda 62,Tienda 80,4,58,324
Tienda 62,Tienda 81,65,82,335
Tienda 62,Tienda 82,89,96,228
Tienda 62,Tienda 83,45,92,359
Tienda 62,Tienda 84,4,16,445
Tienda 62,Tienda 85,84,77,385
Tienda 62,Tienda 86,7,56,352
Tienda 62,Tienda 87,42,67,397
Tienda 62,Tienda 88,76,16,418
Tienda 62,Tienda 89,33,7,295
Tienda 62,Tienda 90,17,92,92
Tienda 62,Tienda 91,62,15,265
Tienda 62,Tienda 92,3,70,220
Tienda 62,Tienda 93,18,54,116
Tienda 62,Tienda 94,19,100,435
Tienda 62,Tienda 95,51,70,132
Tienda 62,Tienda 96,88,48,139
Tienda 62,Tienda 97,33,95,399
Tienda 62,Tienda 98,85,7,167
Tienda 62,Tienda 99,11,23,343
Tienda 63,Tienda 0,32,22,425
Tienda 63,Tienda 1,69,13,32
Tienda 63,Tienda 2,70,53,404
Tienda 63,Tienda 3,63,56,278
Tienda 63,Tienda 4,59,44,154
Tienda 63,Tienda 5,85,93,442
Tienda 63,Tienda 6,93,45,220
Tienda 63,Tienda 7,54,34,435
Tienda 63,Tienda 8,38,8,68
Tienda 63,Tienda 9,97,77,68
Tienda 63,Tienda 10,76,76,58
Tienda 63,Tienda 11,76,7,425
Tienda 63,Tienda 12,76,81,499
Tienda 63,Tienda 13,46,12,188
Tienda 63,Tienda 14,88,2,458
Tienda 63,Tienda 15,17,21,359
Tienda 63,Tienda 16,70,97,376
Tienda 63,Tienda 17,34,41,64
Tienda 63,Tienda 18,29,20,320
Tienda 63,Tienda 19,12,7,264
Tienda 63,Tienda 20,37,8,438
Tienda 63,Tienda 21,27,33,175
Tienda 63,Tienda 22,26,36,176
Tienda 63,Tienda 23,41,78,385
Tienda 63,Tienda 24,92,82,220
Tienda 63,Tienda 25,83,75,496
Tienda 63,Tienda 26,65,41,32
Tienda 63,Tienda 27,22,72,227
Tienda 63,Tienda 28,22,86,84
Tienda 63,Tienda 29,33,51,289
Tienda 63,Tienda 30,69,22,122
Tienda 63,Tienda 31,36,96,92
Tienda 63,Tienda 32,55,21,160
Tienda 63,Tienda 33,94,3,114
Tienda 63,Tienda 34,16,90,354
Tienda 63,Tienda 35,12,91,496
Tienda 63,Tienda 36,73,73,82
Tienda 63,Tienda 37,48,66,445
Tienda 63,Tienda 38,67,42,267
Tienda 63,Tienda 39,8,91,366
Tienda 63,Tienda 40,72,88,422
Tienda 63,Tienda 41,98,86,395
Tienda 63,Tienda 42,80,78,157
Tienda 63,Tienda 43,21,54,362
Tienda 63,Tienda 44,34,73,381
Tienda 63,Tienda 45,89,82,355
Tienda 63,Tienda 46,20,24,170
Tienda 63,Tienda 47,31,35,209
Tienda 63,Tienda 48,50,84,420
Tienda 63,Tienda 49,81,69,38
Tienda 63,Tienda 50,83,14,210
Tienda 63,Tienda 51,75,39,116
Tienda 63,Tienda 52,57,49,85
Tienda 63,Tienda 53,65,45,136
Tienda 63,Tienda 54,87,28,444
Tienda 63,Tienda 55,41,92,213
Tienda 63,Tienda 56,23,20,322
Tienda 63,Tienda 57,12,90,382
Tienda 63,Tienda 58,61,46,297
Tienda 63,Tienda 59,45,72,433
Tienda 63,Tienda 60,89,19,443
Tienda 63,Tienda 61,56,55,94
Tienda 63,Tienda 62,59,38,148
Tienda 63,Tienda 64,60,63,276
Tienda 63,Tienda 65,65,84,71
Tienda 63,Tienda 66,11,11,425
Tienda 63,Tienda 67,43,46,78
Tienda 63,Tienda 68,29,30,317
Tienda 63,Tienda 69,13,48,115
Tienda 63,Tienda 70,15,70,31
Tienda 63,Tienda 71,54,34,11
Tienda 63,Tienda 72,75,79,368
Tienda 63,Tienda 73,65,8,226
Tienda 63,Tienda 74,54,53,220
Tienda 63,Tienda 75,46,32,226
Tienda 63,Tienda 76,33,96,258
Tienda 63,Tienda 77,59,88,174
Tienda 63,Tienda 78,85,15,167
Tienda 63,Tienda 79,12,1,275
Tienda 63,Tienda 80,14,87,79
Tienda 63,Tienda 81,2,36,259
Tienda 63,Tienda 82,24,11,219
Tienda 63,Tienda 83,49,62,358
Tienda 63,Tienda 84,81,53,161
Tienda 63,Tienda 85,92,13,463
Tienda 63,Tienda 86,73,27,70
Tienda 63,Tienda 87,1,33,484
Tienda 63,Tienda 88,88,42,379
Tienda 63,Tienda 89,64,49,101
Tienda 63,Tienda 90,97,29,124
Tienda 63,Tienda 91,86,19,254
Tienda 63,Tienda 92,80,19,307
Tienda 63,Tienda 93,70,77,450
Tienda 63,Tienda 94,37,55,103
Tienda 63,Tienda 95,100,94,27
Tienda 63,Tienda 96,22,98,323
Tienda 63,Tienda 97,90,99,248
Tienda 63,Tienda 98,34,11,63
Tienda 63,Tienda 99,27,77,48
Tienda 64,Tienda 0,30,7,13
Tienda 64,Tienda 1,45,26,308
Tienda 64,Tienda 2,52,74,466
Tienda 64,Tienda 3,24,22,258
Tienda 64,Tienda 4,56,6,350
Tienda 64,Tienda 5,88,19,294
Tienda 64,Tienda 6,26,19,413
Tienda 64,Tienda 7,39,81,94
Tienda 64,Tienda 8,30,100,342
Tienda 64,Tienda 9,17,81,437
Tienda 64,Tienda 10,60,67,144
Tienda 64,Tienda 11,25,83,272
Tienda 64,Tienda 12,54,68,171
Tienda 64,Tienda 13,33,32,376
Tienda 64,Tienda 14,74,56,22
Tienda 64,Tienda 15,34,5,126
Tienda 64,Tienda 16,30,68,164
Tienda 64,Tienda 17,83,31,107
Tienda 64,Tienda 18,50,92,201
Tienda 64,Tienda 19,82,39,104
Tienda 64,Tienda 20,57,94,487
Tienda 64,Tienda 21,81,7,114
Tienda 64,Tienda 22,51,34,371
Tienda 64,Tienda 23,71,3,305
Tienda 64,Tienda 24,13,11,248
Tienda 64,Tienda 25,82,83,375
Tienda 64,Tienda 26,79,40,471
Tienda 64,Tienda 27,70,11,268
Tienda 64,Tienda 28,83,97,196
Tienda 64,Tienda 29,40,63,345
Tienda 64,Tienda 30,60,79,246
Tienda 64,Tienda 31,33,82,129
Tienda 64,Tienda 32,62,65,381
Tienda 64,Tienda 33,11,4,436
Tienda 64,Tienda 34,21,51,224
Tienda 64,Tienda 35,43,65,177
Tienda 64,Tienda 36,5,32,357
Tienda 64,Tienda 37,26,43,369
Tienda 64,Tienda 38,20,68,483
Tienda 64,Tienda 39,57,38,362
Tienda 64,Tienda 40,98,48,151
Tienda 64,Tienda 41,95,99,270
Tienda 64,Tienda 42,20,20,59
Tienda 64,Tienda 43,28,98,133
Tienda 64,Tienda 44,68,50,84
Tienda 64,Tienda 45,42,49,338
Tienda 64,Tienda 46,78,37,116
Tienda 64,Tienda 47,42,49,328
Tienda 64,Tienda 48,13,40,173
Tienda 64,Tienda 49,81,9,107
Tienda 64,Tienda 50,58,11,222
Tienda 64,Tienda 51,90,20,192
Tienda 64,Tienda 52,69,2,399
Tienda 64,Tienda 53,56,30,219
Tienda 64,Tienda 54,93,73,450
Tienda 64,Tienda 55,54,33,137
Tienda 64,Tienda 56,76,67,97
Tienda 64,Tienda 57,70,96,19
Tienda 64,Tienda 58,40,96,240
Tienda 64,Tienda 59,61,83,202
Tienda 64,Tienda 60,78,15,481
Tienda 64,Tienda 61,75,43,422
Tienda 64,Tienda 62,90,31,52
Tienda 64,Tienda 63,12,96,183
Tienda 64,Tienda 65,11,62,237
Tienda 64,Tienda 66,90,44,210
Tienda 64,Tienda 67,50,53,120
Tienda 64,Tienda 68,72,82,421
Tienda 64,Tienda 69,20,74,5
Tienda 64,Tienda 70,58,57,257
Tienda 64,Tienda 71,62,45,89
Tienda 64,Tienda 72,80,62,330
Tienda 64,Tienda 73,69,25,288
Tienda 64,Tienda 74,48,84,28
Tienda 64,Tienda 75,82,79,442
Tienda 64,Tienda 76,79,53,365
Tienda 64,Tienda 77,59,69,92
Tienda 64,Tienda 78,84,94,190
Tienda 64,Tienda 79,35,91,472
Tienda 64,Tienda 80,98,41,403
Tienda 64,Tienda 81,52,36,450
Tienda 64,Tienda 82,37,94,186
Tienda 64,Tienda 83,14,53,145
Tienda 64,Tienda 84,53,41,475
Tienda 64,Tienda 85,94,1,361
Tienda 64,Tienda 86,41,28,387
Tienda 64,Tienda 87,26,91,284
Tienda 64,Tienda 88,16,66,396
Tienda 64,Tienda 89,71,71,284
Tienda 64,Tienda 90,7,33,472
Tienda 64,Tienda 91,1,100,278
Tienda 64,Tienda 92,78,29,374
Tienda 64,Tienda 93,90,55,483
Tienda 64,Tienda 94,59,44,30
Tienda 64,Tienda 95,88,16,435
Tienda 64,Tienda 96,52,14,374
Tienda 64,Tienda 97,89,54,208
Tienda 64,Tienda 98,74,84,416
Tienda 64,Tienda 99,24,6,138
Tienda 65,Tienda 0,8,62,436
Tienda 65,Tienda 1,78,43,119
Tienda 65,Tienda 2,95,79,470
Tienda 65,Tienda 3,1,12,371
Tienda 65,Tienda 4,62,63,466
Tienda 65,Tienda 5,85,24,62
Tienda 65,Tienda 6,73,79,497
Tienda 65,Tienda 7,68,40,160
Tienda 65,Tienda 8,58,43,48
Tienda 65,Tienda 9,20,78,170
Tienda 65,Tienda 10,94,28,41
Tienda 65,Tienda 11,3,53,235
Tienda 65,Tienda 12,3,83,329
Tienda 65,Tienda 13,84,79,262
Tienda 65,Tienda 14,30,89,390
Tienda 65,Tienda 15,34,67,88
Tienda 65,Tienda 16,31,17,453
Tienda 65,Tienda 17,18,10,181
Tienda 65,Tienda 18,26,25,482
Tienda 65,Tienda 19,99,58,133
Tienda 65,Tienda 20,76,5,154
Tienda 65,Tienda 21,2,94,362
Tienda 65,Tienda 22,54,26,303
Tienda 65,Tienda 23,72,16,392
Tienda 65,Tienda 24,14,27,361
Tienda 65,Tienda 25,87,98,49
Tienda 65,Tienda 26,72,5,353
Tienda 65,Tienda 27,22,69,108
Tienda 65,Tienda 28,43,23,170
Tienda 65,Tienda 29,31,82,335
Tienda 65,Tienda 30,89,13,220
Tienda 65,Tienda 31,91,34,242
Tienda 65,Tienda 32,39,2,132
Tienda 65,Tienda 33,27,76,46
Tienda 65,Tienda 34,30,2,231
Tienda 65,Tienda 35,86,22,70
Tienda 65,Tienda 36,5,74,313
Tienda 65,Tienda 37,48,72,420
Tienda 65,Tienda 38,14,98,197
Tienda 65,Tienda 39,55,8,134
Tienda 65,Tienda 40,56,98,491
Tienda 65,Tienda 41,13,48,88
Tienda 65,Tienda 42,71,9,206
Tienda 65,Tienda 43,66,26,284
Tienda 65,Tienda 44,27,9,117
Tienda 65,Tienda 45,7,4,309
Tienda 65,Tienda 46,72,57,266
Tienda 65,Tienda 47,28,13,240
Tienda 65,Tienda 48,32,8,228
Tienda 65,Tienda 49,95,82,286
Tienda 65,Tienda 50,37,11,397
Tienda 65,Tienda 51,62,8,447
Tienda 65,Tienda 52,86,3,210
Tienda 65,Tienda 53,25,89,468
Tienda 65,Tienda 54,38,87,355
Tienda 65,Tienda 55,66,15,300
Tienda 65,Tienda 56,61,46,424
Tienda 65,Tienda 57,30,28,187
Tienda 65,Tienda 58,96,38,20
Tienda 65,Tienda 59,51,54,172
Tienda 65,Tienda 60,31,29,244
Tienda 65,Tienda 61,88,97,305
Tienda 65,Tienda 62,74,91,254
Tienda 65,Tienda 63,37,42,193
Tienda 65,Tienda 64,35,67,16
Tienda 65,Tienda 66,9,14,38
Tienda 65,Tienda 67,34,42,59
Tienda 65,Tienda 68,64,9,385
Tienda 65,Tienda 69,85,82,137
Tienda 65,Tienda 70,99,67,275
Tienda 65,Tienda 71,11,96,442
Tienda 65,Tienda 72,82,94,87
Tienda 65,Tienda 73,77,78,110
Tienda 65,Tienda 74,11,88,64
Tienda 65,Tienda 75,10,55,225
Tienda 65,Tienda 76,91,34,276
Tienda 65,Tienda 77,2,28,312
Tienda 65,Tienda 78,12,14,478
Tienda 65,Tienda 79,13,79,474
Tienda 65,Tienda 80,13,95,297
Tienda 65,Tienda 81,30,59,456
Tienda 65,Tienda 82,10,88,392
Tienda 65,Tienda 83,44,31,133
Tienda 65,Tienda 84,89,92,229
Tienda 65,Tienda 85,67,46,305
Tienda 65,Tienda 86,14,33,260
Tienda 65,Tienda 87,83,59,34
Tienda 65,Tienda 88,31,5,171
Tienda 65,Tienda 89,18,32,267
Tienda 65,Tienda 90,93,39,132
Tienda 65,Tienda 91,94,47,21
Tienda 65,Tienda 92,90,20,375
Tienda 65,Tienda 93,28,24,23
Tienda 65,Tienda 94,7,7,104
Tienda 65,Tienda 95,78,60,375
Tienda 65,Tienda 96,77,16,49
Tienda 65,Tienda 97,51,92,374
Tienda 65,Tienda 98,7,35,500
Tienda 65,Tienda 99,43,31,253
Tienda 66,Tienda 0,65,43,115
Tienda 66,Tienda 1,17,14,439
Tienda 66,Tienda 2,51,67,463
Tienda 66,Tienda 3,29,48,365
Tienda 66,Tienda 4,38,79,433
Tienda 66,Tienda 5,41,62,469
Tienda 66,Tienda 6,47,77,61
Tienda 66,Tienda 7,47,54,356
Tienda 66,Tienda 8,5,87,216
Tienda 66,Tienda 9,2,39,465
Tienda 66,Tienda 10,22,81,188
Tienda 66,Tienda 11,89,66,255
Tienda 66,Tienda 12,18,44,372
Tienda 66,Tienda 13,42,92,446
Tienda 66,Tienda 14,56,100,241
Tienda 66,Tienda 15,79,71,427
Tienda 66,Tienda 16,15,66,326
Tienda 66,Tienda 17,93,58,74
Tienda 66,Tienda 18,33,4,495
Tienda 66,Tienda 19,74,92,466
Tienda 66,Tienda 20,99,22,288
Tienda 66,Tienda 21,99,26,28
Tienda 66,Tienda 22,77,4,209
Tienda 66,Tienda 23,26,25,292
Tienda 66,Tienda 24,32,8,479
Tienda 66,Tienda 25,84,16,432
Tienda 66,Tienda 26,100,12,410
Tienda 66,Tienda 27,58,64,452
Tienda 66,Tienda 28,48,77,317
Tienda 66,Tienda 29,99,80,463
Tienda 66,Tienda 30,27,34,16
Tienda 66,Tienda 31,28,59,100
Tienda 66,Tienda 32,6,51,204
Tienda 66,Tienda 33,56,43,153
Tienda 66,Tienda 34,89,66,392
Tienda 66,Tienda 35,46,35,391
Tienda 66,Tienda 36,13,24,190
Tienda 66,Tienda 37,97,32,29
Tienda 66,Tienda 38,85,91,332
Tienda 66,Tienda 39,9,79,188
Tienda 66,Tienda 40,9,80,262
Tienda 66,Tienda 41,31,40,404
Tienda 66,Tienda 42,39,56,315
Tienda 66,Tienda 43,58,78,290
Tienda 66,Tienda 44,58,44,352
Tienda 66,Tienda 45,75,48,296
Tienda 66,Tienda 46,85,91,47
Tienda 66,Tienda 47,22,34,202
Tienda 66,Tienda 48,52,41,142
Tienda 66,Tienda 49,81,90,188
Tienda 66,Tienda 50,53,72,143
Tienda 66,Tienda 51,9,9,463
Tienda 66,Tienda 52,58,25,339
Tienda 66,Tienda 53,7,51,307
Tienda 66,Tienda 54,38,70,70
Tienda 66,Tienda 55,19,6,480
Tienda 66,Tienda 56,8,87,41
Tienda 66,Tienda 57,47,28,217
Tienda 66,Tienda 58,69,89,328
Tienda 66,Tienda 59,53,27,278
Tienda 66,Tienda 60,92,79,76
Tienda 66,Tienda 61,67,19,488
Tienda 66,Tienda 62,83,89,163
Tienda 66,Tienda 63,43,62,487
Tienda 66,Tienda 64,72,39,271
Tienda 66,Tienda 65,21,86,200
Tienda 66,Tienda 67,62,60,196
Tienda 66,Tienda 68,61,34,496
Tienda 66,Tienda 69,34,82,98
Tienda 66,Tienda 70,22,1,491
Tienda 66,Tienda 71,33,5,61
Tienda 66,Tienda 72,50,25,136
Tienda 66,Tienda 73,33,3,436
Tienda 66,Tienda 74,89,46,26
Tienda 66,Tienda 75,77,28,370
Tienda 66,Tienda 76,99,53,85
Tienda 66,Tienda 77,83,85,98
Tienda 66,Tienda 78,81,59,63
Tienda 66,Tienda 79,2,72,461
Tienda 66,Tienda 80,77,29,288
Tienda 66,Tienda 81,23,47,263
Tienda 66,Tienda 82,21,66,389
Tienda 66,Tienda 83,51,25,278
Tienda 66,Tienda 84,40,52,484
Tienda 66,Tienda 85,58,88,367
Tienda 66,Tienda 86,41,18,364
Tienda 66,Tienda 87,13,9,453
Tienda 66,Tienda 88,11,66,314
Tienda 66,Tienda 89,92,81,33
Tienda 66,Tienda 90,48,79,31
Tienda 66,Tienda 91,29,97,78
Tienda 66,Tienda 92,67,65,367
Tienda 66,Tienda 93,36,94,62
Tienda 66,Tienda 94,14,58,190
Tienda 66,Tienda 95,5,64,172
Tienda 66,Tienda 96,99,30,247
Tienda 66,Tienda 97,47,71,231
Tienda 66,Tienda 98,10,20,357
Tienda 66,Tienda 99,13,46,261
Tienda 67,Tienda 0,93,71,391
Tienda 67,Tienda 1,100,51,127
Tienda 67,Tienda 2,9,53,94
Tienda 67,Tienda 3,31,84,389
Tienda 67,Tienda 4,35,43,55
Tienda 67,Tienda 5,92,71,342
Tienda 67,Tienda 6,12,2,200
Tienda 67,Tienda 7,36,74,255
Tienda 67,Tienda 8,98,85,69
Tienda 67,Tienda 9,84,40,46
Tienda 67,Tienda 10,40,94,83
Tienda 67,Tienda 11,23,53,246
Tienda 67,Tienda 12,74,89,31
Tienda 67,Tienda 13,12,52,351
Tienda 67,Tienda 14,68,55,57
Tienda 67,Tienda 15,47,91,237
Tienda 67,Tienda 16,48,93,356
Tienda 67,Tienda 17,97,96,408
Tienda 67,Tienda 18,11,90,450
Tienda 67,Tienda 19,8,98,448
Tienda 67,Tienda 20,54,75,322
Tienda 67,Tienda 21,56,50,46
Tienda 67,Tienda 22,50,8,482
Tienda 67,Tienda 23,80,57,281
Tienda 67,Tienda 24,99,3,9
Tienda 67,Tienda 25,14,41,13
Tienda 67,Tienda 26,88,71,460
Tienda 67,Tienda 27,91,71,101
Tienda 67,Tienda 28,59,40,470
Tienda 67,Tienda 29,12,5,144
Tienda 67,Tienda 30,38,47,143
Tienda 67,Tienda 31,74,16,43
Tienda 67,Tienda 32,95,94,120
Tienda 67,Tienda 33,45,17,478
Tienda 67,Tienda 34,67,84,395
Tienda 67,Tienda 35,31,83,25
Tienda 67,Tienda 36,62,7,379
Tienda 67,Tienda 37,6,49,147
Tienda 67,Tienda 38,45,13,149
Tienda 67,Tienda 39,29,23,35
Tienda 67,Tienda 40,38,49,136
Tienda 67,Tienda 41,57,10,69
Tienda 67,Tienda 42,55,94,90
Tienda 67,Tienda 43,17,63,426
Tienda 67,Tienda 44,40,9,299
Tienda 67,Tienda 45,78,66,392
Tienda 67,Tienda 46,13,9,195
Tienda 67,Tienda 47,65,50,184
Tienda 67,Tienda 48,25,92,26
Tienda 67,Tienda 49,29,25,408
Tienda 67,Tienda 50,43,82,218
Tienda 67,Tienda 51,73,73,49
Tienda 67,Tienda 52,55,7,51
Tienda 67,Tienda 53,27,85,65
Tienda 67,Tienda 54,36,56,232
Tienda 67,Tienda 55,52,27,329
Tienda 67,Tienda 56,45,59,402
Tienda 67,Tienda 57,52,93,116
Tienda 67,Tienda 58,40,80,372
Tienda 67,Tienda 59,18,17,36
Tienda 67,Tienda 60,22,55,311
Tienda 67,Tienda 61,31,57,102
Tienda 67,Tienda 62,11,100,237
Tienda 67,Tienda 63,92,80,81
Tienda 67,Tienda 64,59,92,481
Tienda 67,Tienda 65,27,56,53
Tienda 67,Tienda 66,77,33,419
Tienda 67,Tienda 68,97,40,316
Tienda 67,Tienda 69,53,76,80
Tienda 67,Tienda 70,58,20,58
Tienda 67,Tienda 71,34,68,207
Tienda 67,Tienda 72,25,21,207
Tienda 67,Tienda 73,50,27,160
Tienda 67,Tienda 74,46,83,18
Tienda 67,Tienda 75,53,63,271
Tienda 67,Tienda 76,4,27,498
Tienda 67,Tienda 77,12,71,237
Tienda 67,Tienda 78,96,84,266
Tienda 67,Tienda 79,95,37,452
Tienda 67,Tienda 80,22,6,447
Tienda 67,Tienda 81,11,15,177
Tienda 67,Tienda 82,8,38,486
Tienda 67,Tienda 83,39,90,50
Tienda 67,Tienda 84,23,81,196
Tienda 67,Tienda 85,68,18,209
Tienda 67,Tienda 86,62,88,76
Tienda 67,Tienda 87,48,72,271
Tienda 67,Tienda 88,93,76,367
Tienda 67,Tienda 89,3,89,447
Tienda 67,Tienda 90,42,92,223
Tienda 67,Tienda 91,86,91,488
Tienda 67,Tienda 92,26,18,465
Tienda 67,Tienda 93,19,74,219
Tienda 67,Tienda 94,63,31,442
Tienda 67,Tienda 95,12,67,114
Tienda 67,Tienda 96,55,31,281
Tienda 67,Tienda 97,93,16,280
Tienda 67,Tienda 98,54,9,393
Tienda 67,Tienda 99,94,50,177
Tienda 68,Tienda 0,73,98,366
Tienda 68,Tienda 1,1,69,305
Tienda 68,Tienda 2,32,26,96
Tienda 68,Tienda 3,100,80,84
Tienda 68,Tienda 4,65,18,356
Tienda 68,Tienda 5,36,82,254
Tienda 68,Tienda 6,91,95,139
Tienda 68,Tienda 7,75,48,475
Tienda 68,Tienda 8,35,99,337
Tienda 68,Tienda 9,99,73,355
Tienda 68,Tienda 10,27,73,157
Tienda 68,Tienda 11,41,41,103
Tienda 68,Tienda 12,36,82,478
Tienda 68,Tienda 13,9,22,50
Tienda 68,Tienda 14,69,65,276
Tienda 68,Tienda 15,49,24,202
Tienda 68,Tienda 16,4,68,415
Tienda 68,Tienda 17,39,13,100
Tienda 68,Tienda 18,43,79,289
Tienda 68,Tienda 19,25,55,263
Tienda 68,Tienda 20,1,47,96
Tienda 68,Tienda 21,37,95,96
Tienda 68,Tienda 22,94,49,177
Tienda 68,Tienda 23,70,6,371
Tienda 68,Tienda 24,61,3,110
Tienda 68,Tienda 25,67,90,141
Tienda 68,Tienda 26,13,95,145
Tienda 68,Tienda 27,52,20,348
Tienda 68,Tienda 28,25,66,345
Tienda 68,Tienda 29,11,31,421
Tienda 68,Tienda 30,81,22,331
Tienda 68,Tienda 31,34,38,69
Tienda 68,Tienda 32,78,54,125
Tienda 68,Tienda 33,13,42,439
Tienda 68,Tienda 34,68,63,218
Tienda 68,Tienda 35,9,91,174
Tienda 68,Tienda 36,74,49,496
Tienda 68,Tienda 37,92,73,186
Tienda 68,Tienda 38,43,86,11
Tienda 68,Tienda 39,27,50,200
Tienda 68,Tienda 40,5,12,238
Tienda 68,Tienda 41,54,92,255
Tienda 68,Tienda 42,26,25,5
Tienda 68,Tienda 43,76,83,251
Tienda 68,Tienda 44,40,69,383
Tienda 68,Tienda 45,58,14,112
Tienda 68,Tienda 46,67,97,24
Tienda 68,Tienda 47,47,94,129
Tienda 68,Tienda 48,79,97,10
Tienda 68,Tienda 49,9,81,219
Tienda 68,Tienda 50,8,66,359
Tienda 68,Tienda 51,42,51,252
Tienda 68,Tienda 52,81,1,66
Tienda 68,Tienda 53,69,35,121
Tienda 68,Tienda 54,51,4,380
Tienda 68,Tienda 55,16,54,352
Tienda 68,Tienda 56,94,96,367
Tienda 68,Tienda 57,96,72,248
Tienda 68,Tienda 58,5,44,312
Tienda 68,Tienda 59,5,32,93
Tienda 68,Tienda 60,33,32,155
Tienda 68,Tienda 61,79,4,88
Tienda 68,Tienda 62,91,5,384
Tienda 68,Tienda 63,82,2,367
Tienda 68,Tienda 64,19,8,302
Tienda 68,Tienda 65,78,75,157
Tienda 68,Tienda 66,52,30,113
Tienda 68,Tienda 67,10,29,66
Tienda 68,Tienda 69,17,54,40
Tienda 68,Tienda 70,81,3,172
Tienda 68,Tienda 71,90,5,350
Tienda 68,Tienda 72,75,17,138
Tienda 68,Tienda 73,23,98,333
Tienda 68,Tienda 74,17,37,208
Tienda 68,Tienda 75,91,34,369
Tienda 68,Tienda 76,50,77,340
Tienda 68,Tienda 77,24,57,164
Tienda 68,Tienda 78,45,4,426
Tienda 68,Tienda 79,56,45,33
Tienda 68,Tienda 80,22,75,239
Tienda 68,Tienda 81,34,14,136
Tienda 68,Tienda 82,83,6,493
Tienda 68,Tienda 83,11,53,237
