almacen,producto,cantidad,shelfTimePromedioDias,bloque
Almacen 21,Producto 217,67,2.92,G-8
Almacen 21,Producto 218,18,17.6,B-5
Almacen 21,Producto 219,30,25.72,B-4
Almacen 21,Producto 220,49,28.7,G-6
Almacen 21,Producto 221,58,29.08,B-3
Almacen 21,Producto 222,17,6.87,E-3
Almacen 21,Producto 223,87,20.78,A-4
Almacen 21,Producto 224,22,29.82,D-2
Almacen 21,Producto 225,23,27.95,E-2
Almacen 21,Producto 226,3,20.24,D-7
Almacen 21,Producto 227,56,1.67,H-6
Almacen 21,Producto 228,72,13.89,G-3
Almacen 21,Producto 229,55,14.72,D-7
Almacen 21,Producto 230,13,12.41,G-7
Almacen 21,Producto 231,93,14.87,B-4
Almacen 21,Producto 232,37,20.87,F-8
Almacen 21,Producto 233,55,18.19,C-1
Almacen 21,Producto 234,90,10.66,G-1
Almacen 21,Producto 235,100,20.42,E-3
Almacen 21,Producto 236,48,23.89,E-2
Almacen 21,Producto 237,31,16.87,G-8
Almacen 21,Producto 238,11,19.45,D-8
Almacen 21,Producto 239,54,6.47,D-2
Almacen 21,Producto 240,28,16.77,F-3
Almacen 21,Producto 241,46,4.51,D-7
Almacen 21,Producto 242,62,25.71,H-8
Almacen 21,Producto 243,1,4.42,G-6
Almacen 21,Producto 244,5,17.84,H-4
Almacen 21,Producto 245,71,23.14,G-8
Almacen 21,Producto 246,99,15.72,E-4
Almacen 21,Producto 247,12,14.89,C-7
Almacen 21,Producto 248,36,29.3,H-1
Almacen 21,Producto 249,73,19.43,D-6
Almacen 21,Producto 250,48,20.57,F-1
Almacen 21,Producto 251,69,7.61,D-3
Almacen 21,Producto 252,17,6.82,H-1
Almacen 21,Producto 253,4,2.44,A-3
Almacen 21,Producto 254,30,14.17,C-5
Almacen 21,Producto 255,0,18.34,E-8
Almacen 21,Producto 256,46,28.96,F-5
Almacen 21,Producto 257,71,14.75,F-5
Almacen 21,Producto 258,2,13.57,B-6
Almacen 21,Producto 259,67,17.8,G-5
Almacen 21,Producto 260,99,3.77,C-2
Almacen 21,Producto 261,91,8.78,A-2
Almacen 21,Producto 262,67,6.64,H-6
Almacen 21,Producto 263,3,27.74,C-1
Almacen 21,Producto 264,81,10.0,E-6
Almacen 21,Producto 265,82,1.05,F-3
Almacen 21,Producto 266,99,9.06,D-7
Almacen 21,Producto 267,23,7.1,G-3
Almacen 21,Producto 268,18,8.69,G-1
Almacen 21,Producto 269,24,3.39,B-1
Almacen 21,Producto 270,80,3.64,B-4
Almacen 21,Producto 271,94,12.72,E-6
Almacen 21,Producto 272,7,4.74,D-5
Almacen 21,Producto 273,48,14.3,H-5
Almacen 21,Producto 274,97,10.07,C-4
Almacen 21,Producto 275,89,21.11,H-1
Almacen 21,Producto 276,67,26.77,C-4
Almacen 21,Producto 277,15,2.0,C-1
Almacen 21,Producto 278,56,25.68,A-2
Almacen 21,Producto 279,95,14.1,E-3
Almacen 21,Producto 280,87,24.81,E-6
Almacen 21,Producto 281,57,28.74,E-5
Almacen 21,Producto 282,92,19.22,E-8
Almacen 21,Producto 283,0,14.0,D-5
Almacen 21,Producto 284,40,4.0,A-1
Almacen 21,Producto 285,25,17.16,G-4
Almacen 21,Producto 286,8,22.43,B-1
Almacen 21,Producto 287,12,26.76,A-7
Almacen 21,Producto 288,34,27.41,B-6
Almacen 21,Producto 289,37,13.72,F-3
Almacen 21,Producto 290,48,11.92,E-7
Almacen 21,Producto 291,51,19.9,E-4
Almacen 21,Producto 292,12,2.34,C-6
Almacen 21,Producto 293,52,7.28,D-7
Almacen 21,Producto 294,46,19.22,G-5
Almacen 21,Producto 295,84,21.43,D-8
Almacen 21,Producto 296,53,6.3,C-2
Almacen 21,Producto 297,88,25.24,F-2
Almacen 21,Producto 298,34,25.96,A-1
Almacen 21,Producto 299,89,12.04,F-5
Almacen 21,Producto 300,19,11.54,H-7
Almacen 21,Producto 301,84,26.17,G-5
Almacen 21,Producto 302,51,15.15,B-1
Almacen 21,Producto 303,54,23.53,B-5
Almacen 21,Producto 304,93,16.09,C-7
Almacen 21,Producto 305,79,19.87,A-7
Almacen 21,Producto 306,61,16.87,F-2
Almacen 21,Producto 307,11,28.18,E-3
Almacen 21,Producto 308,5,10.15,A-4
Almacen 21,Producto 309,25,17.31,D-8
Almacen 21,Producto 310,24,21.95,B-8
Almacen 21,Producto 311,17,5.1,B-8
Almacen 21,Producto 312,94,11.52,D-7
Almacen 21,Producto 313,16,15.05,A-3
Almacen 21,Producto 314,91,21.32,D-7
Almacen 21,Producto 315,68,3.68,A-8
Almacen 21,Producto 316,4,20.14,C-6
Almacen 21,Producto 317,89,17.37,G-5
Almacen 21,Producto 318,84,24.02,H-3
Almacen 21,Producto 319,63,12.45,D-3
Almacen 21,Producto 320,68,26.62,H-2
Almacen 21,Producto 321,30,9.23,D-1
Almacen 21,Producto 322,84,1.44,B-4
Almacen 21,Producto 323,68,20.72,E-5
Almacen 21,Producto 324,55,23.83,C-5
Almacen 21,Producto 325,100,16.5,D-6
Almacen 21,Producto 326,14,7.59,C-6
Almacen 21,Producto 327,10,3.32,D-4
Almacen 21,Producto 328,81,2.35,G-3
Almacen 21,Producto 329,49,27.26,C-2
Almacen 21,Producto 330,52,1.99,F-1
Almacen 21,Producto 331,83,13.97,G-8
Almacen 21,Producto 332,58,14.55,D-1
Almacen 21,Producto 333,67,4.69,D-5
Almacen 21,Producto 334,92,11.3,A-1
Almacen 21,Producto 335,48,12.55,H-1
Almacen 21,Producto 336,11,7.05,G-6
Almacen 21,Producto 337,71,13.56,F-7
Almacen 21,Producto 338,31,7.56,F-8
Almacen 21,Producto 339,54,28.94,B-3
Almacen 21,Producto 340,96,21.04,A-1
Almacen 21,Producto 341,92,3.89,A-4
Almacen 21,Producto 342,28,12.9,H-5
Almacen 21,Producto 343,14,13.61,C-2
Almacen 21,Producto 344,42,15.64,E-5
Almacen 21,Producto 345,30,16.78,D-4
Almacen 21,Producto 346,93,21.67,F-1
Almacen 21,Producto 347,64,4.08,H-8
Almacen 21,Producto 348,67,26.94,D-3
Almacen 21,Producto 349,53,8.65,B-5
Almacen 21,Producto 350,10,15.62,H-4
Almacen 21,Producto 351,36,11.39,C-3
Almacen 21,Producto 352,97,19.45,D-7
Almacen 21,Producto 353,13,5.25,H-2
Almacen 21,Producto 354,83,17.12,C-4
Almacen 21,Producto 355,35,27.29,G-3
Almacen 21,Producto 356,24,6.03,D-5
Almacen 21,Producto 357,34,10.2,C-7
Almacen 21,Producto 358,43,11.54,H-1
Almacen 21,Producto 359,2,18.89,C-1
Almacen 21,Producto 360,64,13.05,G-5
Almacen 21,Producto 361,94,13.7,E-1
Almacen 21,Producto 362,72,27.38,E-4
Almacen 21,Producto 363,0,10.94,G-4
Almacen 21,Producto 364,26,27.87,D-3
Almacen 21,Producto 365,68,11.57,C-5
Almacen 21,Producto 366,44,9.81,D-8
Almacen 21,Producto 367,41,2.79,G-2
Almacen 21,Producto 368,92,10.48,E-4
Almacen 21,Producto 369,35,24.54,B-7
Almacen 21,Producto 370,5,10.67,E-4
Almacen 21,Producto 371,59,23.05,D-1
Almacen 21,Producto 372,52,17.12,G-4
Almacen 21,Producto 373,98,11.43,G-6
Almacen 21,Producto 374,78,21.45,B-1
Almacen 21,Producto 375,96,5.94,A-6
Almacen 21,Producto 376,81,21.61,G-2
Almacen 21,Producto 377,8,4.83,C-3
Almacen 21,Producto 378,21,18.73,G-5
Almacen 21,Producto 379,83,5.92,A-8
Almacen 21,Producto 380,70,28.13,C-3
Almacen 21,Producto 381,23,9.01,H-7
Almacen 21,Producto 382,34,4.27,G-6
Almacen 21,Producto 383,42,15.71,E-1
Almacen 21,Producto 384,46,2.23,B-3
Almacen 21,Producto 385,9,6.58,B-5
Almacen 21,Producto 386,53,28.23,D-3
Almacen 21,Producto 387,25,2.45,E-5
Almacen 21,Producto 388,5,5.9,G-2
Almacen 21,Producto 389,5,24.03,C-5
Almacen 21,Producto 390,7,15.02,C-7
Almacen 21,Producto 391,80,26.66,D-1
Almacen 21,Producto 392,44,27.08,C-1
Almacen 21,Producto 393,95,27.25,C-8
Almacen 21,Producto 394,68,15.55,H-8
Almacen 21,Producto 395,46,23.57,C-8
Almacen 21,Producto 396,93,8.36,H-8
Almacen 21,Producto 397,55,8.66,H-1
Almacen 21,Producto 398,91,29.87,E-7
Almacen 21,Producto 399,56,1.54,E-3
Almacen 21,Producto 400,1,15.36,C-4
Almacen 21,Producto 401,38,9.57,A-6
Almacen 21,Producto 402,16,7.39,F-8
Almacen 21,Producto 403,92,12.62,G-8
Almacen 21,Producto 404,31,16.19,G-4
Almacen 21,Producto 405,78,19.78,G-7
Almacen 21,Producto 406,29,12.85,F-4
Almacen 21,Producto 407,92,3.26,C-7
Almacen 21,Producto 408,12,4.88,A-5
Almacen 21,Producto 409,83,16.42,H-8
Almacen 21,Producto 410,5,13.94,H-1
Almacen 21,Producto 411,43,17.77,C-1
Almacen 21,Producto 412,40,8.14,H-3
Almacen 21,Producto 413,48,24.97,C-6
Almacen 21,Producto 414,73,17.49,C-5
Almacen 21,Producto 415,64,7.61,E-2
Almacen 21,Producto 416,31,6.3,A-3
Almacen 21,Producto 417,38,4.34,D-2
Almacen 21,Producto 418,99,13.97,G-7
Almacen 21,Producto 419,27,13.57,E-6
Almacen 21,Producto 420,98,19.02,F-5
Almacen 21,Producto 421,70,7.93,C-5
Almacen 21,Producto 422,48,14.38,G-7
Almacen 21,Producto 423,10,27.89,A-7
Almacen 21,Producto 424,16,3.18,B-2
Almacen 21,Producto 425,99,24.12,D-8
Almacen 21,Producto 426,91,13.47,G-7
Almacen 21,Producto 427,79,3.99,H-1
Almacen 21,Producto 428,0,13.58,F-1
Almacen 21,Producto 429,73,28.75,E-8
Almacen 21,Producto 430,14,26.39,E-5
Almacen 21,Producto 431,34,10.16,D-4
Almacen 21,Producto 432,38,19.73,D-7
Almacen 21,Producto 433,88,5.66,A-6
Almacen 21,Producto 434,81,9.25,G-4
Almacen 21,Producto 435,28,15.01,B-6
Almacen 21,Producto 436,31,23.56,C-7
Almacen 21,Producto 437,27,28.25,G-5
Almacen 21,Producto 438,38,29.1,H-6
Almacen 21,Producto 439,34,2.63,A-7
Almacen 21,Producto 440,89,6.19,F-5
Almacen 21,Producto 441,95,3.31,F-2
Almacen 21,Producto 442,71,27.28,F-6
Almacen 21,Producto 443,27,16.27,H-6
Almacen 21,Producto 444,10,26.15,E-1
Almacen 21,Producto 445,91,20.85,D-8
Almacen 21,Producto 446,43,25.0,H-2
Almacen 21,Producto 447,79,6.08,G-2
Almacen 21,Producto 448,26,21.32,A-3
Almacen 21,Producto 449,17,19.64,D-5
Almacen 21,Producto 450,45,19.11,H-6
Almacen 21,Producto 451,53,2.71,C-3
Almacen 21,Producto 452,75,11.34,F-6
Almacen 21,Producto 453,73,16.7,C-4
Almacen 21,Producto 454,76,21.32,B-2
Almacen 21,Producto 455,87,21.0,F-5
Almacen 21,Producto 456,62,23.17,H-6
Almacen 21,Producto 457,99,20.8,F-4
Almacen 21,Producto 458,96,27.35,G-5
Almacen 21,Producto 459,44,11.31,F-6
Almacen 21,Producto 460,45,27.41,F-4
Almacen 21,Producto 461,42,17.93,F-8
Almacen 21,Producto 462,10,14.6,B-1
Almacen 21,Producto 463,26,4.59,H-1
Almacen 21,Producto 464,14,23.46,E-7
Almacen 21,Producto 465,94,20.76,F-6
Almacen 21,Producto 466,66,17.22,D-6
Almacen 21,Producto 467,35,13.65,E-6
Almacen 21,Producto 468,5,12.85,D-8
Almacen 21,Producto 469,73,22.57,D-5
Almacen 21,Producto 470,31,11.38,A-7
Almacen 21,Producto 471,26,19.9,C-2
Almacen 21,Producto 472,8,26.94,A-1
Almacen 21,Producto 473,58,10.91,B-7
Almacen 21,Producto 474,30,25.17,E-3
Almacen 21,Producto 475,97,25.75,H-5
Almacen 21,Producto 476,54,7.54,A-7
Almacen 21,Producto 477,59,9.01,C-5
Almacen 21,Producto 478,26,27.85,F-4
Almacen 21,Producto 479,95,7.39,B-2
Almacen 21,Producto 480,55,22.05,D-3
Almacen 21,Producto 481,8,16.16,D-3
Almacen 21,Producto 482,81,28.57,G-2
Almacen 21,Producto 483,75,22.98,F-7
Almacen 21,Producto 484,50,13.43,F-4
Almacen 21,Producto 485,56,4.61,D-2
Almacen 21,Producto 486,12,24.33,D-3
Almacen 21,Producto 487,31,10.07,F-2
Almacen 21,Producto 488,3,10.56,F-2
Almacen 21,Producto 489,71,3.11,C-6
Almacen 21,Producto 490,15,1.42,B-2
Almacen 21,Producto 491,62,13.77,C-4
Almacen 21,Producto 492,63,14.09,F-6
Almacen 21,Producto 493,72,25.08,D-8
Almacen 21,Producto 494,30,24.89,A-8
Almacen 21,Producto 495,24,23.89,C-6
Almacen 21,Producto 496,10,2.32,B-5
Almacen 21,Producto 497,57,3.57,F-4
Almacen 21,Producto 498,12,2.57,B-1
Almacen 21,Producto 499,86,1.43,F-5
Almacen 21,Producto 500,70,10.71,E-2
Almacen 21,Producto 501,0,24.49,F-5
Almacen 21,Producto 502,94,4.74,B-3
Almacen 21,Producto 503,0,10.46,G-4
Almacen 21,Producto 504,57,10.12,C-6
Almacen 21,Producto 505,62,26.32,E-3
Almacen 21,Producto 506,52,25.16,B-5
Almacen 21,Producto 507,59,26.8,F-4
Almacen 21,Producto 508,31,17.23,B-6
Almacen 21,Producto 509,51,11.0,E-1
Almacen 21,Producto 510,3,21.23,G-2
Almacen 21,Producto 511,38,5.65,C-2
Almacen 21,Producto 512,95,10.7,C-5
Almacen 21,Producto 513,1,15.04,E-7
Almacen 21,Producto 514,6,5.77,C-5
Almacen 21,Producto 515,86,19.08,E-8
Almacen 21,Producto 516,57,9.54,A-3
Almacen 21,Producto 517,57,16.38,H-8
Almacen 21,Producto 518,20,25.2,G-3
Almacen 21,Producto 519,31,22.37,G-8
Almacen 21,Producto 520,46,8.18,G-1
Almacen 21,Producto 521,36,5.53,C-8
Almacen 21,Producto 522,21,2.62,F-1
Almacen 21,Producto 523,63,10.14,D-4
Almacen 21,Producto 524,3,13.71,D-4
Almacen 21,Producto 525,26,26.36,B-6
Almacen 21,Producto 526,38,23.57,B-2
Almacen 21,Producto 527,98,10.35,G-1
Almacen 21,Producto 528,86,18.9,E-1
Almacen 21,Producto 529,51,26.03,B-4
Almacen 21,Producto 530,73,11.92,E-6
Almacen 21,Producto 531,86,26.75,H-4
Almacen 21,Producto 532,24,27.4,B-5
Almacen 21,Producto 533,68,23.11,D-1
Almacen 21,Producto 534,5,22.97,C-5
Almacen 21,Producto 535,51,29.3,E-4
Almacen 21,Producto 536,32,9.98,E-4
Almacen 21,Producto 537,60,14.26,G-7
Almacen 21,Producto 538,93,17.12,E-7
Almacen 21,Producto 539,28,5.15,A-1
Almacen 21,Producto 540,15,10.75,A-3
Almacen 21,Producto 541,61,18.81,C-3
Almacen 21,Producto 542,97,28.93,D-4
Almacen 21,Producto 543,53,25.48,E-6
Almacen 21,Producto 544,90,3.13,F-8
Almacen 21,Producto 545,12,28.84,B-3
Almacen 21,Producto 546,54,29.28,E-2
Almacen 21,Producto 547,63,5.64,D-6
Almacen 21,Producto 548,57,9.09,A-2
Almacen 21,Producto 549,79,17.6,D-6
Almacen 21,Producto 550,43,22.2,D-4
Almacen 21,Producto 551,79,27.83,E-6
Almacen 21,Producto 552,30,20.46,C-2
Almacen 21,Producto 553,70,17.42,F-4
Almacen 21,Producto 554,35,13.0,G-4
Almacen 21,Producto 555,0,12.29,G-2
Almacen 21,Producto 556,46,27.86,E-7
Almacen 21,Producto 557,82,17.43,D-4
Almacen 21,Producto 558,84,9.16,F-1
Almacen 21,Producto 559,33,19.63,B-1
Almacen 21,Producto 560,85,11.3,A-3
Almacen 21,Producto 561,30,6.96,H-7
Almacen 21,Producto 562,20,27.53,H-7
Almacen 21,Producto 563,86,17.02,C-8
Almacen 21,Producto 564,40,17.33,G-4
Almacen 21,Producto 565,77,11.86,F-1
Almacen 21,Producto 566,96,23.29,H-2
Almacen 21,Producto 567,18,3.22,G-8
Almacen 21,Producto 568,53,20.25,C-3
Almacen 21,Producto 569,92,16.64,D-6
Almacen 21,Producto 570,88,23.48,H-7
Almacen 21,Producto 571,75,12.02,D-3
Almacen 21,Producto 572,50,11.77,G-6
Almacen 21,Producto 573,26,25.15,H-4
Almacen 21,Producto 574,12,3.39,F-7
Almacen 21,Producto 575,28,18.48,D-3
Almacen 21,Producto 576,94,14.59,E-1
Almacen 21,Producto 577,61,19.25,E-1
Almacen 21,Producto 578,78,13.44,A-5
Almacen 21,Producto 579,32,3.51,B-7
Almacen 21,Producto 580,77,1.19,G-7
Almacen 21,Producto 581,65,4.92,A-8
Almacen 21,Producto 582,45,19.53,B-8
Almacen 21,Producto 583,88,23.66,D-5
Almacen 21,Producto 584,63,28.29,D-5
Almacen 21,Producto 585,56,23.52,G-6
Almacen 21,Producto 586,55,12.79,F-3
Almacen 21,Producto 587,29,13.23,B-7
Almacen 21,Producto 588,97,6.11,A-6
Almacen 21,Producto 589,59,22.79,A-7
Almacen 21,Producto 590,28,1.98,C-8
Almacen 21,Producto 591,51,9.14,A-7
Almacen 21,Producto 592,86,24.7,H-4
Almacen 21,Producto 593,88,14.96,H-1
Almacen 21,Producto 594,52,27.53,C-3
Almacen 21,Producto 595,61,5.6,C-8
Almacen 21,Producto 596,39,26.15,A-3
Almacen 21,Producto 597,18,19.97,D-8
Almacen 21,Producto 598,25,28.34,C-8
Almacen 21,Producto 599,83,21.77,C-3
Almacen 21,Producto 600,43,25.06,E-7
Almacen 21,Producto 601,97,6.7,H-2
Almacen 21,Producto 602,4,1.82,G-4
Almacen 21,Producto 603,95,2.53,B-7
Almacen 21,Producto 604,59,17.31,D-2
Almacen 21,Producto 605,37,10.45,A-2
Almacen 21,Producto 606,6,26.92,E-3
Almacen 21,Producto 607,32,29.61,C-3
Almacen 21,Producto 608,25,29.25,D-4
Almacen 21,Producto 609,21,26.68,D-8
Almacen 21,Producto 610,38,5.95,A-4
Almacen 21,Producto 611,1,27.97,G-6
Almacen 21,Producto 612,0,27.46,B-4
Almacen 21,Producto 613,2,2.18,B-5
Almacen 21,Producto 614,31,21.84,B-5
Almacen 21,Producto 615,3,8.31,A-5
Almacen 21,Producto 616,10,25.92,B-3
Almacen 21,Producto 617,61,23.58,C-3
Almacen 21,Producto 618,97,1.77,B-2
Almacen 21,Producto 619,13,18.75,E-5
Almacen 21,Producto 620,46,6.33,G-7
Almacen 21,Producto 621,5,5.17,F-2
Almacen 21,Producto 622,95,16.6,A-8
Almacen 21,Producto 623,33,26.4,D-5
Almacen 21,Producto 624,33,11.56,H-4
Almacen 21,Producto 625,49,8.55,F-8
Almacen 21,Producto 626,86,21.14,H-6
Almacen 21,Producto 627,67,2.89,C-4
Almacen 21,Producto 628,57,25.13,H-3
Almacen 21,Producto 629,27,14.62,C-3
Almacen 21,Producto 630,25,20.99,D-5
Almacen 21,Producto 631,17,28.51,B-7
Almacen 21,Producto 632,47,21.65,F-3
Almacen 21,Producto 633,82,18.5,C-8
Almacen 21,Producto 634,28,2.66,G-7
Almacen 21,Producto 635,27,11.27,E-1
Almacen 21,Producto 636,37,6.8,E-2
Almacen 21,Producto 637,12,16.15,B-5
Almacen 21,Producto 638,38,18.6,H-6
Almacen 21,Producto 639,13,30.0,B-5
Almacen 21,Producto 640,94,25.11,D-6
Almacen 21,Producto 641,25,16.12,B-8
Almacen 21,Producto 642,73,12.43,H-8
Almacen 21,Producto 643,15,15.95,D-6
Almacen 21,Producto 644,38,29.12,G-5
Almacen 21,Producto 645,48,8.23,B-5
Almacen 21,Producto 646,46,6.01,C-3
Almacen 21,Producto 647,24,17.29,G-7
Almacen 21,Producto 648,30,23.62,E-1
Almacen 21,Producto 649,96,3.96,C-5
Almacen 21,Producto 650,70,13.66,B-3
Almacen 21,Producto 651,17,28.19,F-6
Almacen 21,Producto 652,28,28.8,E-7
Almacen 21,Producto 653,27,1.71,B-1
Almacen 21,Producto 654,31,27.73,C-1
Almacen 21,Producto 655,70,9.28,D-7
Almacen 21,Producto 656,11,28.88,E-3
Almacen 21,Producto 657,29,1.56,E-1
Almacen 21,Producto 658,45,15.87,H-6
Almacen 21,Producto 659,8,4.07,B-5
Almacen 21,Producto 660,50,11.71,G-1
Almacen 21,Producto 661,67,10.07,E-7
Almacen 21,Producto 662,44,26.6,E-2
Almacen 21,Producto 663,28,25.27,B-7
Almacen 21,Producto 664,29,24.45,C-7
Almacen 21,Producto 665,39,22.58,D-5
Almacen 21,Producto 666,100,29.11,D-6
Almacen 21,Producto 667,41,19.24,D-7
Almacen 21,Producto 668,65,13.6,G-8
Almacen 21,Producto 669,48,13.6,D-2
Almacen 21,Producto 670,91,25.59,H-1
Almacen 21,Producto 671,72,12.4,E-4
Almacen 21,Producto 672,16,25.09,H-1
Almacen 21,Producto 673,75,4.43,C-8
Almacen 21,Producto 674,13,10.95,A-7
Almacen 21,Producto 675,60,28.21,B-5
Almacen 21,Producto 676,25,12.93,F-2
Almacen 21,Producto 677,36,28.9,A-8
Almacen 21,Producto 678,56,7.36,H-6
Almacen 21,Producto 679,60,11.39,B-3
Almacen 21,Producto 680,43,27.57,E-4
Almacen 21,Producto 681,16,3.78,F-6
Almacen 21,Producto 682,75,8.37,E-2
Almacen 21,Producto 683,11,2.32,D-3
Almacen 21,Producto 684,80,14.26,F-3
Almacen 21,Producto 685,27,14.41,H-4
Almacen 21,Producto 686,98,6.93,A-8
Almacen 21,Producto 687,0,17.85,C-5
Almacen 21,Producto 688,16,14.85,A-2
Almacen 21,Producto 689,15,17.85,D-8
Almacen 21,Producto 690,61,19.25,A-4
Almacen 21,Producto 691,56,25.6,B-5
Almacen 21,Producto 692,2,26.65,H-3
Almacen 21,Producto 693,82,9.87,D-2
Almacen 21,Producto 694,74,12.79,E-5
Almacen 21,Producto 695,76,18.79,F-5
Almacen 21,Producto 696,81,25.93,A-4
Almacen 21,Producto 697,67,8.45,A-6
Almacen 21,Producto 698,42,14.64,C-6
Almacen 21,Producto 699,22,2.66,H-7
Almacen 21,Producto 700,76,4.01,A-6
Almacen 21,Producto 701,96,3.89,C-1
Almacen 21,Producto 702,70,26.74,G-7
Almacen 21,Producto 703,98,9.44,E-4
Almacen 21,Producto 704,97,21.46,H-1
Almacen 21,Producto 705,0,22.77,B-4
Almacen 21,Producto 706,73,9.37,C-1
Almacen 21,Producto 707,55,29.16,C-6
Almacen 21,Producto 708,94,13.24,F-8
Almacen 21,Producto 709,59,21.24,D-1
Almacen 21,Producto 710,32,1.93,D-7
Almacen 21,Producto 711,69,1.74,C-1
Almacen 21,Producto 712,32,22.95,H-8
Almacen 21,Producto 713,93,3.5,F-3
Almacen 21,Producto 714,33,20.95,B-2
Almacen 21,Producto 715,18,7.48,A-5
Almacen 21,Producto 716,52,20.85,E-2
Almacen 21,Producto 717,45,24.13,B-7
Almacen 21,Producto 718,37,13.64,E-7
Almacen 21,Producto 719,32,29.46,B-5
Almacen 21,Producto 720,27,2.18,E-2
Almacen 21,Producto 721,57,15.09,H-5
Almacen 21,Producto 722,29,18.05,G-7
Almacen 21,Producto 723,3,2.06,G-7
Almacen 21,Producto 724,55,6.17,E-5
Almacen 21,Producto 725,49,11.94,D-6
Almacen 21,Producto 726,62,27.18,E-6
Almacen 21,Producto 727,76,4.48,H-1
Almacen 21,Producto 728,5,28.26,C-7
Almacen 21,Producto 729,56,17.4,H-6
Almacen 21,Producto 730,84,11.54,H-8
Almacen 21,Producto 731,78,3.04,D-3
Almacen 21,Producto 732,50,15.56,G-3
Almacen 21,Producto 733,79,11.41,D-7
Almacen 21,Producto 734,89,14.89,G-8
Almacen 21,Producto 735,21,4.99,C-4
Almacen 21,Producto 736,38,7.2,H-8
Almacen 21,Producto 737,89,3.07,F-7
Almacen 21,Producto 738,81,19.38,B-4
Almacen 21,Producto 739,1,18.03,G-7
Almacen 21,Producto 740,34,10.26,D-8
Almacen 21,Producto 741,71,27.22,H-3
Almacen 21,Producto 742,94,27.37,G-4
Almacen 21,Producto 743,11,23.58,H-7
Almacen 21,Producto 744,60,27.78,A-8
Almacen 21,Producto 745,91,2.27,H-2
Almacen 21,Producto 746,84,9.95,D-5
Almacen 21,Producto 747,48,2.31,E-6
Almacen 21,Producto 748,20,11.34,A-2
Almacen 21,Producto 749,43,15.0,B-2
Almacen 21,Producto 750,29,4.13,C-7
Almacen 21,Producto 751,61,3.15,F-6
Almacen 21,Producto 752,100,29.43,A-2
Almacen 21,Producto 753,40,2.85,B-7
Almacen 21,Producto 754,71,18.11,A-3
Almacen 21,Producto 755,25,24.4,F-8
Almacen 21,Producto 756,80,20.61,A-6
Almacen 21,Producto 757,20,5.41,B-5
Almacen 21,Producto 758,89,1.87,D-7
Almacen 21,Producto 759,3,14.35,D-8
Almacen 21,Producto 760,87,2.4,A-2
Almacen 21,Producto 761,82,27.96,A-4
Almacen 21,Producto 762,14,25.14,G-3
Almacen 21,Producto 763,6,10.29,E-4
Almacen 21,Producto 764,51,22.28,D-8
Almacen 21,Producto 765,13,19.5,H-5
Almacen 21,Producto 766,78,21.85,B-7
Almacen 21,Producto 767,66,2.72,D-8
Almacen 21,Producto 768,48,9.49,E-7
Almacen 21,Producto 769,85,26.2,C-6
Almacen 21,Producto 770,56,13.72,A-4
Almacen 21,Producto 771,12,11.77,D-4
Almacen 21,Producto 772,12,4.0,D-7
Almacen 21,Producto 773,41,17.55,F-8
Almacen 21,Producto 774,39,6.21,G-3
Almacen 21,Producto 775,95,25.81,G-1
Almacen 21,Producto 776,22,29.43,C-2
Almacen 21,Producto 777,20,25.16,B-4
Almacen 21,Producto 778,9,26.1,E-5
Almacen 21,Producto 779,9,19.17,G-6
Almacen 21,Producto 780,27,14.42,A-1
Almacen 21,Producto 781,39,4.3,A-6
Almacen 21,Producto 782,66,25.2,G-8
Almacen 21,Producto 783,57,20.39,H-8
Almacen 21,Producto 784,8,9.75,H-3
Almacen 21,Producto 785,70,21.29,G-3
Almacen 21,Producto 786,76,4.77,B-7
Almacen 21,Producto 787,24,24.67,D-8
Almacen 21,Producto 788,25,15.41,B-3
Almacen 21,Producto 789,62,11.0,A-5
Almacen 21,Producto 790,48,9.82,G-5
Almacen 21,Producto 791,37,20.93,G-1
Almacen 21,Producto 792,59,22.44,C-1
Almacen 21,Producto 793,6,11.6,C-6
Almacen 21,Producto 794,11,27.0,F-2
Almacen 21,Producto 795,32,24.14,C-3
Almacen 21,Producto 796,87,13.93,D-3
Almacen 21,Producto 797,47,9.79,D-3
Almacen 21,Producto 798,97,9.3,G-4
Almacen 21,Producto 799,2,10.82,B-3
Almacen 21,Producto 800,17,28.18,B-6
Almacen 21,Producto 801,8,4.27,E-4
Almacen 21,Producto 802,53,26.98,D-4
Almacen 21,Producto 803,18,20.1,A-8
Almacen 21,Producto 804,87,1.97,D-8
Almacen 21,Producto 805,61,29.39,F-7
Almacen 21,Producto 806,54,14.86,A-7
Almacen 21,Producto 807,85,13.58,E-4
Almacen 21,Producto 808,75,23.01,D-7
Almacen 21,Producto 809,35,10.52,H-1
Almacen 21,Producto 810,55,28.76,D-4
Almacen 21,Producto 811,7,24.14,D-2
Almacen 21,Producto 812,9,14.78,H-5
Almacen 21,Producto 813,88,23.2,H-3
Almacen 21,Producto 814,69,17.81,E-8
Almacen 21,Producto 815,6,13.23,E-4
Almacen 21,Producto 816,24,19.25,B-7
Almacen 21,Producto 817,100,4.45,F-5
Almacen 21,Producto 818,91,27.59,E-8
Almacen 21,Producto 819,80,21.04,G-4
Almacen 21,Producto 820,46,3.24,C-3
Almacen 21,Producto 821,62,24.27,H-6
Almacen 21,Producto 822,29,25.66,E-8
Almacen 21,Producto 823,91,19.54,B-1
