empresa,producto,materiales,costo,fechaInicio
Empresa 35,Producto 1416,"['Fibra de Carbono 1', 'Cerámica 2', 'Cerámica 3', 'Aluminio 4', 'Plastico 5']",104.74,2017-04-14
Empresa 94,Producto 1417,"['Cerámica 1', 'Acero 2', 'Aluminio 3']",52.23,2019-02-09
Empresa 162,Producto 1418,"['Cobre 1', 'Fibra de Carbono 2']",117.98,2015-12-04
Empresa 34,Producto 1419,"['Grafeno 1', 'Plastico 2']",101.72,2019-07-24
Empresa 47,Producto 1420,"['Aluminio 1', 'Grafeno 2', 'Grafeno 3', 'Acero 4']",130.86,2019-09-06
Empresa 27,Producto 1421,"['Silicón 1', 'Plastico 2', 'Silicón 3']",79.33,2018-03-04
Empresa 170,Producto 1422,"['Acero 1', 'Cobre 2']",106.24,2016-12-28
Empresa 111,Producto 1423,"['Cobalto 1', 'Cobre 2', 'Aluminio 3', 'Aluminio 4']",118.77,2016-10-06
Empresa 119,Producto 1424,"['Níquel 1', 'Cerámica 2', 'Silicón 3', 'Cerámica 4']",73.11,2015-06-20
Empresa 7,Producto 1425,"['Aluminio 1', 'Grafeno 2', 'Plastico 3']",140.84,2018-08-12
Empresa 15,Producto 1426,"['Aluminio 1', 'Grafeno 2', 'Cobre 3', 'Cobre 4']",132.39,2019-01-17
Empresa 84,Producto 1427,"['Grafeno 1', 'Silicón 2', 'Plastico 3', 'Plastico 4']",84.03,2019-10-30
Empresa 46,Producto 1428,"['Cobre 1', 'Silicón 2', 'Cobalto 3']",73.92,2017-07-08
Empresa 18,Producto 1429,"['Cerámica 1', 'Acero 2', 'Níquel 3', 'Cobre 4', 'Plastico 5']",134.11,2017-01-22
Empresa 86,Producto 1430,"['Cobre 1', 'Cerámica 2', 'Cobre 3', 'Grafeno 4']",143.57,2015-02-26
Empresa 45,Producto 1431,"['Cobalto 1', 'Grafeno 2', 'Aluminio 3', 'Níquel 4']",113.34,2015-12-10
Empresa 37,Producto 1432,"['Fibra de Carbono 1', 'Cobre 2', 'Grafeno 3', 'Cerámica 4', 'Aluminio 5']",104.33,2019-05-05
Empresa 37,Producto 1433,"['Fibra de Carbono 1', 'Cobre 2']",87.76,2017-10-18
Empresa 183,Producto 1434,"['Plastico 1', 'Níquel 2', 'Grafeno 3', 'Plastico 4']",88.28,2015-02-24
Empresa 181,Producto 1435,"['Grafeno 1', 'Fibra de Carbono 2', 'Grafeno 3']",71.63,2017-03-08
Empresa 181,Producto 1436,"['Silicón 1', 'Cobre 2', 'Plastico 3']",81.76,2016-11-21
Empresa 141,Producto 1437,"['Cobalto 1', 'Grafeno 2', 'Plastico 3', 'Silicón 4', 'Silicón 5']",128.58,2016-04-16
Empresa 143,Producto 1438,"['Cobalto 1', 'Cobre 2']",99.31,2019-05-15
Empresa 91,Producto 1439,"['Cobre 1', 'Aluminio 2', 'Plastico 3']",148.46,2017-12-31
Empresa 185,Producto 1440,"['Níquel 1', 'Acero 2']",67.68,2018-10-30
Empresa 38,Producto 1441,"['Fibra de Carbono 1', 'Níquel 2', 'Grafeno 3', 'Grafeno 4']",59.35,2015-03-23
Empresa 157,Producto 1442,"['Cerámica 1', 'Cobalto 2', 'Cobalto 3', 'Níquel 4', 'Cobre 5']",144.5,2016-05-21
Empresa 110,Producto 1443,"['Acero 1', 'Cobre 2', 'Plastico 3', 'Cobre 4']",147.83,2018-06-19
Empresa 123,Producto 1444,"['Grafeno 1', 'Acero 2', 'Cobre 3', 'Cerámica 4', 'Cobre 5']",122.58,2015-11-03
Empresa 20,Producto 1445,"['Plastico 1', 'Silicón 2', 'Níquel 3', 'Cobre 4', 'Cobre 5']",149.46,2018-06-20
Empresa 7,Producto 1446,"['Acero 1', 'Silicón 2']",85.01,2017-03-18
Empresa 186,Producto 1447,"['Cobalto 1', 'Cobre 2']",121.91,2015-09-19
Empresa 184,Producto 1448,"['Aluminio 1', 'Cobre 2', 'Acero 3']",55.11,2016-06-09
Empresa 92,Producto 1449,"['Silicón 1', 'Grafeno 2']",89.26,2016-07-03
Empresa 143,Producto 1450,"['Plastico 1', 'Níquel 2', 'Acero 3', 'Acero 4']",83.87,2019-01-27
Empresa 153,Producto 1451,"['Cerámica 1', 'Grafeno 2', 'Cerámica 3', 'Cobre 4']",54.17,2015-11-03
Empresa 194,Producto 1452,"['Grafeno 1', 'Aluminio 2']",147.19,2016-11-15
Empresa 84,Producto 1453,"['Grafeno 1', 'Acero 2', 'Plastico 3', 'Níquel 4']",71.35,2017-10-05
Empresa 175,Producto 1454,"['Níquel 1', 'Grafeno 2', 'Grafeno 3']",134.37,2016-06-17
Empresa 21,Producto 1455,"['Plastico 1', 'Silicón 2', 'Cobalto 3', 'Silicón 4', 'Cerámica 5']",141.12,2015-11-16
Empresa 114,Producto 1456,"['Cobalto 1', 'Cobre 2']",58.68,2018-09-17
Empresa 146,Producto 1457,"['Cobre 1', 'Cerámica 2', 'Silicón 3', 'Acero 4']",56.33,2017-11-07
Empresa 197,Producto 1458,"['Aluminio 1', 'Aluminio 2']",114.76,2019-11-29
Empresa 3,Producto 1459,"['Cobalto 1', 'Aluminio 2']",50.34,2015-07-20
Empresa 184,Producto 1460,"['Plastico 1', 'Grafeno 2', 'Aluminio 3', 'Acero 4', 'Grafeno 5']",105.26,2015-04-06
Empresa 153,Producto 1461,"['Acero 1', 'Fibra de Carbono 2']",60.95,2019-04-27
Empresa 84,Producto 1462,"['Cobre 1', 'Cobre 2', 'Cobalto 3']",51.63,2017-08-10
Empresa 134,Producto 1463,"['Acero 1', 'Acero 2', 'Fibra de Carbono 3', 'Cobre 4']",138.59,2019-11-03
Empresa 122,Producto 1464,"['Cerámica 1', 'Acero 2', 'Acero 3', 'Cerámica 4']",131.73,2018-12-16
Empresa 51,Producto 1465,"['Plastico 1', 'Cerámica 2', 'Cobre 3', 'Aluminio 4', 'Cobalto 5']",84.46,2017-05-28
Empresa 3,Producto 1466,"['Cobre 1', 'Aluminio 2', 'Fibra de Carbono 3']",50.05,2019-10-01
Empresa 56,Producto 1467,"['Aluminio 1', 'Cerámica 2', 'Cerámica 3', 'Grafeno 4']",113.52,2017-09-24
Empresa 27,Producto 1468,"['Níquel 1', 'Plastico 2', 'Grafeno 3', 'Fibra de Carbono 4', 'Grafeno 5']",133.71,2015-09-25
Empresa 126,Producto 1469,"['Níquel 1', 'Cobre 2', 'Plastico 3']",135.11,2016-05-01
Empresa 120,Producto 1470,"['Aluminio 1', 'Cobre 2', 'Acero 3', 'Plastico 4', 'Acero 5']",141.8,2018-02-26
Empresa 91,Producto 1471,"['Níquel 1', 'Aluminio 2', 'Silicón 3', 'Cobre 4']",85.51,2017-10-30
Empresa 3,Producto 1472,"['Cobalto 1', 'Níquel 2', 'Fibra de Carbono 3', 'Cobre 4', 'Cobalto 5']",133.59,2015-10-01
Empresa 52,Producto 1473,"['Níquel 1', 'Níquel 2']",108.44,2017-11-02
Empresa 186,Producto 1474,"['Níquel 1', 'Acero 2', 'Grafeno 3', 'Cobre 4', 'Acero 5']",101.99,2018-11-20
Empresa 136,Producto 1475,"['Grafeno 1', 'Níquel 2', 'Cerámica 3', 'Acero 4']",75.17,2019-11-27
Empresa 94,Producto 1476,"['Cerámica 1', 'Cobre 2', 'Níquel 3', 'Cobre 4']",104.05,2018-05-15
Empresa 42,Producto 1477,"['Grafeno 1', 'Cobalto 2']",149.93,2019-07-20
Empresa 27,Producto 1478,"['Cobalto 1', 'Plastico 2', 'Cobre 3', 'Cobre 4']",89.33,2017-05-12
Empresa 93,Producto 1479,"['Fibra de Carbono 1', 'Cobalto 2']",64.97,2017-02-01
Empresa 148,Producto 1480,"['Acero 1', 'Acero 2']",105.37,2015-03-22
Empresa 138,Producto 1481,"['Cobre 1', 'Grafeno 2', 'Cobalto 3', 'Níquel 4', 'Acero 5']",139.71,2017-10-06
Empresa 31,Producto 1482,"['Cobre 1', 'Aluminio 2', 'Grafeno 3']",50.07,2015-05-05
Empresa 21,Producto 1483,"['Cobre 1', 'Acero 2', 'Cobalto 3', 'Acero 4']",64.75,2017-12-26
Empresa 105,Producto 1484,"['Acero 1', 'Aluminio 2', 'Cobre 3']",68.98,2019-07-08
Empresa 168,Producto 1485,"['Grafeno 1', 'Grafeno 2']",105.35,2015-05-25
Empresa 68,Producto 1486,"['Acero 1', 'Cobre 2']",133.07,2017-12-09
Empresa 193,Producto 1487,"['Acero 1', 'Cobalto 2', 'Cobre 3']",124.73,2017-01-21
Empresa 105,Producto 1488,"['Fibra de Carbono 1', 'Cobre 2', 'Cerámica 3', 'Níquel 4', 'Acero 5']",78.39,2017-12-05
Empresa 110,Producto 1489,"['Cerámica 1', 'Cobalto 2']",76.62,2015-08-25
Empresa 120,Producto 1490,"['Acero 1', 'Cerámica 2', 'Fibra de Carbono 3', 'Fibra de Carbono 4']",133.49,2019-08-17
Empresa 92,Producto 1491,"['Aluminio 1', 'Fibra de Carbono 2', 'Silicón 3', 'Fibra de Carbono 4']",114.1,2019-11-20
Empresa 46,Producto 1492,"['Plastico 1', 'Silicón 2', 'Fibra de Carbono 3', 'Cerámica 4', 'Silicón 5']",133.73,2019-08-27
Empresa 66,Producto 1493,"['Níquel 1', 'Aluminio 2', 'Níquel 3']",110.96,2018-04-27
Empresa 193,Producto 1494,"['Cobalto 1', 'Aluminio 2']",99.05,2016-09-26
Empresa 63,Producto 1495,"['Acero 1', 'Acero 2', 'Acero 3', 'Níquel 4']",70.67,2015-03-09
Empresa 5,Producto 1496,"['Grafeno 1', 'Acero 2']",82.33,2015-10-25
Empresa 162,Producto 1497,"['Aluminio 1', 'Cerámica 2']",106.57,2017-11-16
Empresa 92,Producto 1498,"['Níquel 1', 'Cobre 2', 'Plastico 3', 'Cobalto 4']",109.41,2016-12-20
Empresa 177,Producto 1499,"['Níquel 1', 'Níquel 2', 'Acero 3']",89.72,2015-03-04
